codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,status,modalidad,jornada,plan
00-18-0155-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO CUMORAH PINOS,31 CALLE B 28-97 ALDEA LAS TAPIAS,22060310,ZUHILEM YESENIA ESTRADA ORTIZ,MARIA ANTONIA CAP GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0156-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO CUMORAH PINOS,31 CALLE B 28-97 ALDEA LAS TAPIAS,22603106,ZUHILEM YESENIA ESTRADA ORTIZ,MARIA ANTONIA CAP GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0158-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO CRISTIANO FUENTE DEL EXITO,5A. CALLE E 60-48 RESIDENCIALES PINARES DEL NORTE,50184747,CESAR ARNOLDO MARTINEZ GARCIA,DORCAS EUNICE MORALES DE AGUSTIN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0160-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO EL CASTILLO,9A. AVENIDA A 9-20 COLONIA ATLANTIDA,22550149,ZUHILEM YESENIA ESTRADA ORTIZ,MIRIAM LISSETTE PINEDA CHINCHILLA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0161-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO CUMORAH PINOS,31 CALLE B 28-97 ALDEA LAS TAPIAS,22603106,ZUHILEM YESENIA ESTRADA ORTIZ,MARIA ANTONIO CAP GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0176-46,01-111,CIUDAD CAPITAL,ZONA 18,INSTITUTO EXPERIMENTAL DE EDUCACION BASICA FE Y ALEGRIA NO. 5,KM. 7.5 CARRETERA A SAN PEDRO AYAMPUC COLONIA EL LIMON,22602418,ROSA ALBA LOPEZ PIRIR,LUDVIN RICARDO URRUTIA LORENTI,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0179-46,01-403,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO EVANGELICO GILGAL,63 AVENIDA A 5-98 COLONIA PINARES DEL NORTE,50180257,CARLOS HUMBERTO GONZALEZ DE LEON,CESAR AUGUSTO PINEDA PEREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0180-46,01-316,CIUDAD CAPITAL,ZONA 18,LICEO PREUNIVERSITARIO DR. NELSON MANDELA,CA-9 NORTE (RUTA ATLNTICO) 34-05,54657140,CARLOS HUMBERTO GONZALEZ DE LEON,ELSIA ENELDINA MORALES ALARCÓN DE RAMÍREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0182-46,01-316,CIUDAD CAPITAL,ZONA 18,LICEO PREUNIVERSITARIO DR. NELSON MANDELA,CA-9 NORTE (RUTA ATLNTICO) 34-05,54654140,CARLOS HUMBERTO GONZALEZ DE LEON,ELSIA ENELDINA MORALES ALARCÓN DE RAMÍREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0183-46,01-316,CIUDAD CAPITAL,ZONA 18,LICEO PREUNIVERSITARIO DR. NELSON MANDELA,CA-9 NORTE (RUTA ATLNTICO) 34-05,54657140,CARLOS HUMBERTO GONZALEZ DE LEON,ELSIA ENELDINA MORALES ALARCÓN DE RAMÍREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA
00-18-0184-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO VALLE DE JESUS,43 AVENIDA B 44-70. RESIDENCIALES VALLE DE JESUS ZONA 18,22604053,ZUHILEM YESENIA ESTRADA ORTIZ,SANDDRA MARIBEL HERNANDEZ ENRIQUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0186-46,01-111,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,27 CALLE Y 34 AVENIDA COLONIA KENNEDY ZONA 18,30066439,ROSA ALBA LOPEZ PIRIR,,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0188-46,01-111,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ,27 CALLE Y 34 AVENIDA COLONIA KENEDY ZONA 18,30066439,ROSA ALBA LOPEZ PIRIR,,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0189-46,01-104,CIUDAD CAPITAL,ZONA 18,LICEO CRISTIANO CIENCIA,DIAGONAL 25 45-55 COLONIA LA ESTANCIA,22602276,ISRAEL PORTILLO HERNANDEZ,ANGELICA MARTINA CANO SOC DE PACAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0191-46,01-104,CIUDAD CAPITAL,ZONA 18,LICEO CRISTIANO CIENCIA,DIAGONAL 25 45-55 COLONIOA LA ESTANCIA,22602276,ISRAEL PORTILLO HERNANDEZ,ANA REBECA DAVILA PEÑATE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0195-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO PARROQUIAL SANGRE DE CRISTO,10 AV. 14-48 ATLANTIDA,22582750,ZUHILEM YESENIA ESTRADA ORTIZ,VERONICA TORRES SUCUP,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-0196-46,01-109,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LA ESTANCIA,50 CALLE 41-89 LA ESTANCIA,22067425,MARCELINA PORRES DE PAZ DE RALDA,ANA ISABEL CUC RAMOS DE PÉREZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0198-46,01-111,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ LA ESTANCIA,50 CALLE 41-89 LA ESTANCIA,22067425,ROSA ALBA LOPEZ PIRIR,ANA LUCIA CUC RAMOS DE PEREZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-1067-46,01-110,CIUDAD CAPITAL,ZONA 18,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO INDIRA GANDHI,9A AVE. 5-33 COLONIA ATLANTIDA,,ZUHILEM YESENIA ESTRADA ORTIZ,MILDRED YADIRA HERNANDEZ LAZA LUX,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-2187-46,,CIUDAD CAPITAL,ZONA 18,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO EDUCATIVO INTEGRAL GIRON ALFARO'(CEIGA)BACHILLERATO POR MADUREZ,9A CALLE 7-17 COLONIA ATLANTIDA,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
00-18-7064-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO JUVENTUD ACTIVA,KM. 15 RUTA AL ATLANTICO COLONIA SAN PASCUAL II LOTE 9 SECTOR II,22554550,CESAR ARNOLDO MARTINEZ GARCIA,WENCESLAO TOBAR SALGUERO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-7237-46,01-106,CIUDAD CAPITAL,ZONA 18,LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION,0 CALLE 12-67 RUTA AL ATLANTICO,22584488,CESAR ARNOLDO MARTINEZ GARCIA,SANDRA JEANNETTE BLANCO MENDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-7657-46,,CIUDAD CAPITAL,ZONA 18,LICEO TECNICO.,4AV. LOTE 460 COLONIA KENNEDY ZONA 18.,22428911,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-7658-46,,CIUDAD CAPITAL,ZONA 18,LICEO AMERICANO TECNOLOGICO EN COMPUTACION,LOTE 192 MANZANA 1 COLONIA MAYA,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SABATINO
00-18-7778-46,,CIUDAD CAPITAL,ZONA 18,LICEO DE COMPUTACION C.S.S.,13 AVENIDA 9-46 ZONA 18 COLONIA LAVARREDA,22561189,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-7878-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO JUVENIL DE COMPUTACION C.S.S,13 AVE. 13-46 LAVARREDA,22561189,ZUHILEM YESENIA ESTRADA ORTIZ,ANNABILLA EMPERATRIZ JIMNDEZ CASTELLANOS DE LLAMAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-8063-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO SENDA DEL SABER,LOTE 7 ENTRADA A COLONIA EL ROSARIO,,CARLOS HUMBERTO GONZALEZ DE LEON,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-8453-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO MIXTO EVANGELICO FUENTE SAGRADA DEL SABER,LOTE 8 SECCION I COLONIA LAS ILUSIONES,22603689,ZUHILEM YESENIA ESTRADA ORTIZ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-8465-46,01-104,CIUDAD CAPITAL,ZONA 18,LICEO EN COMPUTACION SHOFAR,12 CALLE D 17-43 ALAMEDA IV,55526057,ISRAEL PORTILLO HERNANDEZ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-8635-46,01-106,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO JUVENIL BAUTISTA SHALOM,KM. 9.5 CARRTERA AL ATLANTICO,25053535,CESAR ARNOLDO MARTINEZ GARCIA,LAURA CLEMENCIA ROSALES CHAVEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-8649-46,01-111,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO EVANGELICO 'GILGAL',63 AVENIDA 'A' 5-98 COLONIA PINARES DEL NORTE,50180257,ROSA ALBA LOPEZ PIRIR,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-8738-46,01-111,CIUDAD CAPITAL,ZONA 18,LICEO PINARES,59 AV. B 6-28 COLONIA PINARES DEL NORTE,22571182,ROSA ALBA LOPEZ PIRIR,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-8749-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO LOS OLIVOS DEL NORTE,RESIDENCIALES LOS OLIVOS,22852206,ZUHILEM YESENIA ESTRADA ORTIZ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-8750-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO LOS OLIVOS DEL NORTE,RESIDENCIALES LOS OLIVOS,22852203 22852205,ZUHILEM YESENIA ESTRADA ORTIZ,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-8766-46,01-104,CIUDAD CAPITAL,ZONA 18,LICEO AMERICANO TECNOLOGICO DE COMPUTACION,LOTE 928 MZ. 8 COLONIA MAYA,22602017,ISRAEL PORTILLO HERNANDEZ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-8898-46,01-106,CIUDAD CAPITAL,ZONA 18,LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION,0 CALLE 12-67 LA VARREDA,22584488,CESAR ARNOLDO MARTINEZ GARCIA,SANDRA JEANNETTE BLANCO MENDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-8899-46,01-106,CIUDAD CAPITAL,ZONA 18,LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION,0 CALLE 12-67 LA VARREDA,22584488,CESAR ARNOLDO MARTINEZ GARCIA,SANDRA JEANNETTE BLANCO MENDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-8923-46,,CIUDAD CAPITAL,ZONA 18,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION,MANZANA 5 LOTE 579 COLONIA MAYA,52995680,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-8926-46,01-403,CIUDAD CAPITAL,ZONA 18,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION -C.F.P.C.-,MANZANA 5 LOTE 579 COLONIA MAYA,22603936,CARLOS HUMBERTO GONZALEZ DE LEON,FRANCISCO ROLANDO CROZANTES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-9215-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO PRIVADO MIXTO EN COMPUTACION 'FERMAT',LOTE 60 MANZANA 4 COLONIA EL ROSARIO,22554175,CARLOS HUMBERTO GONZALEZ DE LEON,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-9216-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO PRIVADO MIXTO EN COMPUATCION 'FERMAT',LOTE 60 MANZANA 4 COLONIA EL ROSARIO,22554175,CARLOS HUMBERTO GONZALEZ DE LEON,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-9217-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO PRIVADO MIXTO EN COMPUTACION 'FERMAT' (POR MADUREZ),LOTE 60 MANZANA 4 COLONIA EL ROSARIO,22541175,CARLOS HUMBERTO GONZALEZ DE LEON,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-9492-46,01-403,CIUDAD CAPITAL,ZONA 18,ESCUELA ALTERNATIVA LUZ Y ESPERANZA /GRUPO CEIBA,23AV. G 15-41 COLONIA EL LIMON,22305599,CARLOS HUMBERTO GONZALEZ DE LEON,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR)
00-18-9670-46,01-110,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO LANCASTERIANO,MANZANA 05 LOTE 579 COLONIA MAYA,22603936,ZUHILEM YESENIA ESTRADA ORTIZ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-9672-46,01-403,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO LANCASTERIANO,MANZANA 05 LOTE 579 COLONIA MAYA,22603936,CARLOS HUMBERTO GONZALEZ DE LEON,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-9755-46,01-403,CIUDAD CAPITAL,ZONA 18,LICEO JUVENIL DE COMPUTACION C.S.S.,13 AVENIDA 13-46 COLONIA LAVARREDA,22561189,CARLOS HUMBERTO GONZALEZ DE LEON,ANNABELLA EMPERATIRZ JIMENEZ CASTELLANOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-19-0013-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO LA EDUCACION,7A. AVENIDA 3-20 COLONIA LA FLORIDA,24310333,NOEMI SANDOVAL CONDE,NATALY GABRIELA DE LEON URIZAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-19-0014-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO CRISTIANO AVIVAMIENTO,10A AVENIDA 8-77 COLONIA LA FLORIDA,24376234,NOEMI SANDOVAL CONDE,MARLEN ELIZABETH LOPEZ MAZARIEGOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-0015-46,01-410,CIUDAD CAPITAL,ZONA 19,COLEGIO CRISTIANO AVIVAMIENTO,10A AVENIDA 8-77 COLONIA LA FLORIDA,,CEDWIN EUGENIO CRUZ BUCARO,MARLEN ELIZABETH LOPEZ MAZARIEGOS,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
00-19-0016-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO NUESTRA SENORA DE LOS MEDALLA MILAGROSA,12 AVENIDA 1-69 COLONIA LA FLORIDA,24334766,NOEMI SANDOVAL CONDE,ANA DEL CARMENSANTIZO MARTINEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-0019-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TECNICO VOCACIONAL GALILEI,9NA. AVENIDA 4-31,24370216,NOEMI SANDOVAL CONDE,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-0020-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TECNICO VOCACIONAL GALILEI,9NA. AV. 4-31,24370206,NOEMI SANDOVAL CONDE,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
00-19-0021-46,01-409,CIUDAD CAPITAL,ZONA 19,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA JORNADA NOCTURNA,9 AV. 5-05 COLONIA LA FLORIDA,59996502,DELMY CONSUELO GARCIA DONIS DE GOMEZ,NATALIO MIGUEL RIVERA MARCOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
00-19-0035-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO BILINGUE ESPECIALIZADO EN COMPUTACION KAIROS,5A. AVENIDA 7-30 COLONIA LA FLORIDA,59394356,NOEMI SANDOVAL CONDE,MIRNA DINORA LOPEZ NAJERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-0039-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO EVANGELICO MIXTO INNOVADOR,9NA. AVENIDA 0-15 ZONA 19 COLONIA LA FLORIDA,24329034,NOEMI SANDOVAL CONDE,DANIEL ALEXANDER JIMENEZ LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-0041-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO EVANGELICO MIXTO INNOVADOR,9NA.AVENIDA 0-15 ZONA 19 COLONIA LA FLORIDA,24329034,NOEMI SANDOVAL CONDE,DANIEL ALEXANDER JIMENEZ LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-19-0048-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO COMERCIAL TECNOLOGICO EL RODEO,CALZADA SAN JUAN 6-53 COLONIA LA FLORIDA,23083552,NOEMI SANDOVAL CONDE,KARLA MERCEDES PINEDA CHAVEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-0052-46,01-409,CIUDAD CAPITAL,ZONA 19,LICEO COMERCIAL TECNOLOGICO EL RODEO,CALZADA SAN JUAN 6-53 COLONIA LA FLORIDA,23083552,DELMY CONSUELO GARCIA DONIS DE GOMEZ,KARLA MERCEDES PINEDA CHAVEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-19-0053-46,01-409,CIUDAD CAPITAL,ZONA 19,LICEO COMERCIAL TECNOLOGICO EL RODEO,CALZADA SAN JUAN 6-53 COLONIA LA FLORIDA,23083552,DELMY CONSUELO GARCIA DONIS DE GOMEZ,HUGO LEONEL AQUINO ABREGO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-19-0056-46,01-409,CIUDAD CAPITAL,ZONA 19,COLEGIO BILINGUE ESPECIALIZADO EN COMPUTACION KAIROS,5A. AVENIDA 7-30 ZONA 19 COLONIA LA FLORIDA,59394356,DELMY CONSUELO GARCIA DONIS DE GOMEZ,M IRNA DINORAH LOPEZ NAJERA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
00-19-0059-46,01-620,CIUDAD CAPITAL,ZONA 19,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NUMERO 2,6A. AVENIDA 1-67 ZONA 19 COLONIA LA FLORIDA,22775656,NOEMI SANDOVAL CONDE,LILIAN MARIBELL GUZMAN PATZAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-0063-46,01-409,CIUDAD CAPITAL,ZONA 19,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NUMERO 2,6A. AVENIDA 1-67 ZONA 19 COLONIA LA FLORIDA,22775656,DELMY CONSUELO GARCIA DONIS DE GOMEZ,LILIAN MARIBELL GUZMAN PATZAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-19-0064-46,01-409,CIUDAD CAPITAL,ZONA 19,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NUMERO 2,6A. AVENIDA 1-67 ZONA 19 COLONIA LA FLORIDA,22775656,DELMY CONSUELO GARCIA DONIS DE GOMEZ,LILIAN MARIBELL GUZMAN PATZAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-19-0065-46,01-409,CIUDAD CAPITAL,ZONA 19,LICEO TECNICO VOCACIONAL GALILEI,9A. AVENIDA 4-31 ZONA 19 COLONIA LA FLORIDA,24370206,DELMY CONSUELO GARCIA DONIS DE GOMEZ,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-19-0066-46,01-409,CIUDAD CAPITAL,ZONA 19,LICEO TECNICO VOCACIONAL GALILEI,9A. AVENIDA 4-31 ZONA 19 COLONIA LA FLORIDA,24370206,DELMY CONSUELO GARCIA DONIS DE GOMEZ,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-19-0067-46,01-409,CIUDAD CAPITAL,ZONA 19,LICEO TECNICO VOCACIONAL GALILEI,9A. AVENIDA 4-31 ZONA 19 COLONIA LA FLORIDA,24370206,DELMY CONSUELO GARCIA DONIS DE GOMEZ,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-19-0070-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TECNICO VOCACIONAL GALILEI,9A. AVENIDA 4-31 ZONA 19 COLONIA LA FLORIDA,24370206,NOEMI SANDOVAL CONDE,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
00-19-0071-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TECNICO VOCACIONAL GALILEI,9A. AVENIDA 4-31 ZONA 19 COLONIA LA FLORIDA,24370206,NOEMI SANDOVAL CONDE,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-0077-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 1,8VA. CALLE 11-25 Z. 19 COL. LA FLORIDA,24378357,NOEMI SANDOVAL CONDE,JUAN ENRIQUE MARTINEZ SOLANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-0081-46,01-620,CIUDAD CAPITAL,ZONA 19,CENTRO EDUCATIVO  LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 2,8VA. 11-22 Z. 19 COL. LA FLORIDA,24378357,NOEMI SANDOVAL CONDE,ANNY VICTORIA PERDOMO VILLATORO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-0085-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3,10 AVENIDA 02-79 COLONIA LA FLORIDA ZONA 19,24378357,NOEMI SANDOVAL CONDE,NORMA VERÓNICA GIL VALECILLOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-1099-46,01-102,CIUDAD CAPITAL,ZONA 19,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO NUESTRA SENORA DE LA MEDALLA MILAGROSA,12 AVE 1-69 COLONIA LA FLORIDA ZONA 19,,ZIZI ARELY LOPEZ CHINCHILLA,JORGE GRANADOS GUZMAN,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR)
00-19-2592-46,01-620,CIUDAD CAPITAL,ZONA 19,INSTITUTO MIXTO GUATEMALTECO ISRAELI,9A AV 3-91 LA FLORIDA,24310253,NOEMI SANDOVAL CONDE,SARA VIOLETA ALFARO MALDONADO DE RIVERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-19-4440-46,01-409,CIUDAD CAPITAL,ZONA 19,INSTITUTO NUESTRA CULTURA,8A. AVENIDA 1-41 COLONIA LA FLORIDA,24375834,DELMY CONSUELO GARCIA DONIS DE GOMEZ,GLENDA EUNISSE VÉLIZ FUENTES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,FIN DE SEMANA
00-19-7319-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO PROFESOR EFRAIN URIZAR LEAL LA EDUCACION,7A. AVE. 3-20 COLONIA LA FLORIDA,24310333,NOEMI SANDOVAL CONDE,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-19-7527-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO PRIVADO MIXTO BELEN,6A. AVENIDA 0-79 COLONIA LA FLORIDA,22027878,NOEMI SANDOVAL CONDE,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
